# Location,Boise River Basin
# Site,Bogus Upper
# PitID,IDBRBU
# Date/Local Time,2020-02-20T11:00
# UTM Zone,11N
# Easting,573240
# Northing,4845491
# Latitude,43.75884
# Longitude,-116.09017
"# Top
(cm)","Bottom
(cm)",Avg Density (kg/m3),Permittivity A,Permittivity B,LWC-vol A (%),LWC-vol B (%)
143.0,133.0,172.0,1.259,1.225,0.11727585411257302,0.0
133.0,123.0,222.0,1.493,1.501,0.9034341552365974,0.9440850635256517
123.0,113.0,309.0,1.583,1.606,0.6038213209757923,0.7217481633669325
113.0,103.0,309.0,1.456,1.525,0.0,0.30637834336831204
103.0,93.0,270.0,1.447,1.479,0.25958006053013827,0.4230625834697108
93.0,83.0,273.5,1.499,1.443,0.4943586071397195,0.20816646055805157
83.0,73.0,287.0,1.499,1.461,0.3739334073657031,0.179453288806019
73.0,63.0,310.5,1.528,1.514,0.3078792413927045,0.23605854590086728
63.0,53.0,332.0,1.547,1.554,0.20355336857479983,0.2395435687426794
53.0,43.0,327.5,1.564,1.555,0.33360955696735883,0.287361629520526
43.0,33.0,353.5,1.609,1.528,0.31564663236957485,0.0
33.0,23.0,338.0,1.503,1.407,0.0,0.0
23.0,13.0,351.5,1.538,1.491,0.0,0.0
13.0,3.0,337.0,NaN,NaN,NaN,NaN
